Company,Ticker,Market Cap,Price,Daily Change (%),Country
United Industrial Corporation,U06.SI,2380000000.0,1.66,0.44,Singapore
Mallplaza,MALLPLAZA.SN,2380000000.0,1.22,0.19,Chile
MGP Ingredients,MGPI,2380000000.0,108.32,1.73,USA
VIAVI Solutions,VIAV,2380000000.0,10.52,4.26,USA
Stepan Company,SCL,2370000000.0,107.02,1.21,USA
Endurance Technologies,ENDURANCE.NS,2370000000.0,16.91,0.66,India
Piper Sandler,PIPR,2370000000.0,133.31,0.84,USA
Brady,BRC,2370000000.0,47.77,1.77,USA
Amylyx Pharmaceuticals,AMLX,2370000000.0,35.83,2.55,USA
ALSO Holding,ALSN.SW,2370000000.0,185.12,0.71,Switzerland
LCI Industries,LCII,2370000000.0,93.31,1.73,USA
Kemira,KEMIRA.HE,2370000000.0,15.47,0.21,Finland
Elekta AB,EKTA-B.ST,2360000000.0,6.17,1.3,Sweden
Columbia Bank,COLB,2360000000.0,30.05,1.28,USA
Covivio Hotels,COVH.PA,2360000000.0,15.95,0.34,France
AEON REIT Investment,3292.T,2360000000.0,1155.0,0.39,Japan
WH Smith,SMWH.L,2360000000.0,18.04,0.61,UK
Champion REIT,2778.HK,2360000000.0,0.4,0.96,Hong Kong
Vicor,VICR,2350000000.0,53.49,4.35,USA
Dürr,DUE.F,2350000000.0,34.04,1.4,Germany
E-L Financial,ELF.TO,2350000000.0,661.59,0.42,Canada
NETSCOUT,NTCT,2350000000.0,32.57,2.13,USA
Life Time Group,LTH,2350000000.0,12.11,2.63,USA
Darktrace,DARK.L,2340000000.0,3.14,1.59,UK
Resideo Technologies,REZI,2340000000.0,16.09,3.01,USA
Nova Measuring Instruments,NVMI,2340000000.0,81.73,3.16,Israel
United Natural Foods,UNFI,2340000000.0,39.2,1.34,USA
Axos Financial,AX,2340000000.0,39.01,3.69,USA
Permata Bank,BNLI.JK,2330000000.0,0.06,0.49,Indonesia
KPIT Technologies,KPITTECH.NS,2330000000.0,8.53,0.55,India
Travis Perkins,TPK.L,2330000000.0,10.98,0.09,UK
Fletcher Building,FLQ.F,2330000000.0,2.97,0.0,New Zealand
Sotera Health,SHC,2330000000.0,8.27,6.16,USA
Kainos Group,KNOS.L,2330000000.0,18.73,0.1,UK
Sun TV Network,SUNTV.NS,2320000000.0,5.9,0.61,India
Red Rock Resorts,RRR,2320000000.0,40.06,2.8,USA
Globalstar,GSAT,2320000000.0,1.29,3.2,USA
Kindred Group,KIND-SDB.ST,2320000000.0,10.63,0.72,Malta
Itron,ITRI,2310000000.0,51.23,3.98,USA
Weber,WEBR,2310000000.0,8.05,0.0,USA
First Financial Bank,FFBC,2310000000.0,24.37,1.5,USA
Chorus,CNU.NZ,2310000000.0,5.18,0.0,New Zealand
Park National Corp,PRK,2300000000.0,142.03,0.6,USA
STAAR Surgical,STAA,2300000000.0,47.91,2.33,USA
EnPro Industries,NPO,2300000000.0,110.97,1.57,USA
Whirlpool India,WHIRLPOOL.NS,2300000000.0,18.18,1.32,India
Enerjisa Enerji,ENJSA.IS,2300000000.0,1.95,1.44,Turkey
Elkem,ELK.OL,2300000000.0,3.63,1.0,Norway
Alpha Metallurgical Resources,AMR,2300000000.0,144.44,1.58,USA
Grainger plc,GRI.L,2300000000.0,3.09,0.39,UK
Sage Therapeutics,SAGE,2300000000.0,38.67,2.98,USA
Acer,2353.TW,2290000000.0,0.77,0.43,Taiwan
Hays plc,HAS.L,2290000000.0,1.43,0.25,UK
Solaria Energía,SLR.MC,2290000000.0,18.36,0.69,Spain
Bausch Health,BHC,2290000000.0,6.31,3.61,Canada
Jumbo S.A.,5JB.F,2280000000.0,16.54,1.57,Greece
ESCO Technologies,ESE,2280000000.0,88.43,3.41,USA
Holly Energy Partners,HEP,2280000000.0,18.1,1.46,USA
Giant Network Group,002558.SZ,2280000000.0,1.14,2.05,China
Integer Holdings,ITGR,2280000000.0,69.0,3.98,USA
Rogers Corporation,ROG,2270000000.0,120.98,5.91,USA
JOYY,YY,2270000000.0,32.1,0.85,China
Dr Lal PathLabs,LALPATHLAB.NS,2270000000.0,27.43,0.67,India
Arbor Realty Trust,ABR,2270000000.0,13.25,0.76,USA
Outokumpu,OUT1V.HE,2270000000.0,5.12,0.06,Finland
Lundin Gold,LUG.TO,2270000000.0,9.65,0.61,Canada
Emami,EMAMILTD.NS,2260000000.0,5.14,1.41,India
Buckle,BKE,2260000000.0,45.28,1.41,USA
Distell Group,DGH.JO,2260000000.0,10.3,0.12,South Africa
Golub Capital,GBDC,2260000000.0,13.25,1.53,USA
ProKidney,PROK,2260000000.0,7.05,28.88,USA
National Health Investors,NHI,2260000000.0,52.11,0.79,USA
Uniqa Insurance Group,UN9.F,2250000000.0,7.33,1.58,Austria
NexTier Oilfield,NEX,2250000000.0,9.19,2.22,USA
Xerox,XRX,2250000000.0,14.49,2.62,USA
Prestige Group,PRESTIGE.NS,2250000000.0,5.62,2.82,India
Siltronic,WAF.F,2250000000.0,73.9,2.52,Germany
NexPoint Residential,NXRT,2250000000.0,43.68,2.2,USA
St. Joe Company,JOE,2250000000.0,38.63,2.93,USA
First Majestic Silver,AG,2250000000.0,8.44,0.94,Canada
TowneBank,TOWN,2250000000.0,30.93,0.85,USA
MDC Holdings,MDC,2250000000.0,31.61,3.2,USA
Navient,NAVI,2250000000.0,16.6,1.97,USA
Immunovant,IMVT,2240000000.0,17.41,0.64,USA
Kajaria Ceramics,KAJARIACER.NS,2240000000.0,14.11,0.64,India
CONSOL Energy,CEIX,2240000000.0,64.46,1.13,USA
KWS,KWS.F,2240000000.0,68.08,0.0,Germany
Topaz Energy,TPZ.TO,2240000000.0,15.56,0.19,Canada
Osisko Gold Royalties,OR,2240000000.0,12.1,0.34,Canada
Weis Markets,WMK,2230000000.0,83.26,1.34,USA
GoHealth,GOCO,2230000000.0,10.41,0.87,USA
John Wiley & Sons,WLY,2220000000.0,40.05,3.22,USA
Berner Kantonalbank,BEKN.SW,2220000000.0,241.13,0.45,Switzerland
Vertex,VERX,2220000000.0,14.85,6.07,USA
Cyfrowy Polsat,CP9.F,2220000000.0,3.96,2.37,Poland
Bavarian Nordic,BAVA.CO,2220000000.0,30.84,0.09,Denmark
WaFd Bank,WAFD,2220000000.0,33.98,0.35,USA
Frontier Airlines,ULCC,2220000000.0,10.2,2.72,USA
Triple Flag Precious Metals,TFPM,2210000000.0,14.24,2.26,Canada
Leslie's,LESL,2210000000.0,12.08,0.67,USA
Dream Industrial REIT,DIR-UN.TO,2210000000.0,8.66,2.17,Canada
Urban Outfitters,URBN,2210000000.0,24.05,1.95,USA
ReNew Power,RNW,2210000000.0,5.55,0.91,India
Gestamp Automoción,GEST.MC,2210000000.0,3.85,1.26,Spain
Callon Petroleum,CPE,2200000000.0,35.87,3.82,USA
Paradox Interactive,PDX.ST,2200000000.0,20.61,0.38,Sweden
WD-40 Company,WDFC,2200000000.0,162.64,1.54,USA
Blue Dart Express,BLUEDART.NS,2200000000.0,92.98,0.01,India
Maple Leaf Foods,MFI.TO,2200000000.0,17.83,1.09,Canada
WesBanco,WSBC,2200000000.0,37.27,1.17,USA
Corcept Therapeutics,CORT,2200000000.0,20.48,2.66,USA
Harmony Gold,HMY,2200000000.0,3.46,1.76,South Africa
IIFL Finance,IIFL.NS,2200000000.0,5.8,0.21,India
SoftwareONE,SWON.SW,2200000000.0,14.22,0.31,Switzerland
Cedar Fair,FUN,2200000000.0,40.49,1.25,USA
Millicom,TIGO,2200000000.0,12.88,1.9,Luxembourg
Kontoor Brands,KTB,2200000000.0,39.67,2.16,USA
Gentherm,THRM,2190000000.0,66.25,5.7,USA
Tata Teleservices,TTML.NS,2190000000.0,1.12,0.32,India
Omnicell,OMCL,2190000000.0,49.17,4.84,USA
SiTime,SITM,2190000000.0,102.31,5.21,USA
Alignment Healthcare,ALHC,2190000000.0,11.71,3.35,USA
Bowlero,BOWL,2190000000.0,13.22,1.3,USA
Dana,DAN,2190000000.0,15.28,3.8,USA
1&1,1U1.DE,2180000000.0,12.41,0.43,Germany
Swissquote,SQN.SW,2180000000.0,145.98,0.81,Switzerland
Dermapharm,DMP.F,2180000000.0,40.25,0.84,Germany
SSP Group,SSPG.L,2180000000.0,2.75,0.61,UK
Hanesbrands,HBI,2180000000.0,6.26,3.3,USA
Fisker,FSR,2180000000.0,7.0,4.17,USA
SL Green Realty,SLG,2180000000.0,33.76,3.12,USA
Agiliti,AGTI,2170000000.0,16.32,5.77,USA
Banner Bank,BANR,2170000000.0,63.63,1.47,USA
Four Corners Property Trust,FCPT,2170000000.0,25.88,0.9,USA
Lightspeed POS,LSPD,2170000000.0,14.35,12.55,Canada
ZIM Integrated Shipping Services,ZIM,2170000000.0,18.08,6.6,Israel
Sylvamo,SLVM,2170000000.0,49.18,1.24,USA
Progress Software,PRGS,2160000000.0,50.45,1.1,USA
Itaú CorpBanca,ITCB,2160000000.0,3.34,0.6,Chile
Boral,BLD.AX,2160000000.0,1.96,1.4,Australia
OC Oerlikon,OERL.SW,2160000000.0,6.62,0.58,Switzerland
Micro Focus,MFGP,2160000000.0,6.3,0.32,UK
LGI Homes,LGIH,2150000000.0,92.71,2.77,USA
Gerresheimer,GXI.F,2150000000.0,68.14,0.55,Germany
Efes Beverage Group,AEFES.IS,2150000000.0,3.64,0.15,Turkey
Arconic,ARNC,2150000000.0,21.21,3.31,USA
Kennedy Wilson,KW,2150000000.0,15.62,2.9,USA
Shimao Property,0813.HK,2150000000.0,0.57,2.21,Hong Kong
JBG SMITH,JBGS,2140000000.0000002,18.89,1.61,USA
INFICON,IFCN.SW,2140000000.0000002,879.11,0.0,Switzerland
AeroVironment,AVAV,2140000000.0000002,85.41,3.28,USA
Filo Mining,FIL.TO,2140000000.0000002,17.44,1.86,Canada
Chesapeake Utilities,CPK,2140000000.0000002,120.91,1.83,USA
Interroll,INRN.SW,2130000000.0,2611.0,1.47,Switzerland
Spirit Airlines,SAVE,2130000000.0,19.64,1.97,USA
Stella-Jones,SJ.TO,2130000000.0,35.91,2.04,Canada
Cracker Barrel,CBRL,2130000000.0,96.26,1.04,USA
Trustmark,TRMK,2130000000.0,35.03,1.6,USA
Fine Organics,FINEORG.NS,2130000000.0,69.58,1.81,India
Österreichische Post,POST.VI,2130000000.0,31.59,0.0,Austria
Tricon Residential,TCN,2130000000.0,7.75,4.0,Canada
Revolution Medicines,RVMD,2130000000.0,24.0,7.53,USA
Jfrog,FROG,2130000000.0,21.24,4.58,USA
